,Age..ybp,Age..calender.,BSi.MAR..mgSiO2.cm2y.
1,(Years before 2002),NA,NA
486,8732,-6730,5.98
487,8754,-6752,7.68
488,8776,-6774,7.26
489,8798,-6796,9.54
490,8820,-6818,7.8
491,8842,-6840,6.74
492,8864,-6862,6.62
493,8886,-6884,8.08
494,8908,-6906,6.19
495,8930,-6928,6.91
496,8952,-6950,7.31
497,8974,-6972,5.98
498,8996,-6994,6.6
499,9018,-7016,6.23
500,9040,-7038,6.41
501,9062,-7060,7.57
502,9084,-7082,4.44
503,9108,-7106,5.6
504,9133,-7131,4.91
505,9157,-7155,4.13
506,9181,-7179,3.69
507,9206,-7204,4.45
508,9230,-7228,4.46
509,9254,-7252,4.08
510,9278,-7276,4.43
511,9303,-7301,4.49
512,9327,-7325,4.26
513,9351,-7349,3.59
514,9376,-7374,3.12
515,9400,-7398,3.83
516,9424,-7422,4.56
517,9449,-7447,5.02
518,9473,-7471,4.47
519,9497,-7495,6.18
520,9522,-7520,3.56
521,9546,-7544,5.15
522,9570,-7568,4.57
523,9594,-7592,7.21
524,9619,-7617,7.08
525,9643,-7641,6.79
526,9667,-7665,8.85
527,9692,-7690,5.06
528,9716,-7714,5.31
529,9740,-7738,4.75
530,9765,-7763,4.28
531,9789,-7787,4.39
532,9813,-7811,5.75
533,9837,-7835,4.17
534,9862,-7860,3.32
535,9886,-7884,4.39
536,9910,-7908,4.43
537,9935,-7933,6.58
538,9959,-7957,6.43
539,9983,-7981,6.92
540,10008,-8006,6.42
541,10032,-8030,7.21
542,10056,-8054,5.34
543,10081,-8079,5.57
544,10105,-8103,6.88
545,10129,-8127,6.86
546,10153,-8151,5.03
547,10178,-8176,9.49
548,10202,-8200,6.28
549,10226,-8224,8.27
550,10251,-8249,9.09
551,10275,-8273,12.4
552,10300,-8298,7.71
553,10324,-8322,7.81
554,10349,-8347,5.03
555,10374,-8372,2.68
556,10399,-8397,6.1
557,10423,-8421,6.17
558,10448,-8446,2.64
559,10473,-8471,2.24
560,10497,-8495,2.39
561,10522,-8520,3.04
562,10547,-8545,2.89
563,10572,-8570,5.23
564,10596,-8594,2.55
565,10621,-8619,1.92
566,10646,-8644,2.34
567,10670,-8668,2.14
568,10695,-8693,2.13
569,10720,-8718,2.07
570,10745,-8743,1.88
571,10769,-8767,2.13
572,10794,-8792,2.97
573,10819,-8817,2.33
574,10843,-8841,2.51
575,10868,-8866,1.91
576,10893,-8891,2.07
577,10917,-8915,3
578,10942,-8940,2.65
579,10967,-8965,4.56
580,10992,-8990,3.1
581,11016,-9014,4.76
582,11041,-9039,5.09
583,11066,-9064,3.19
584,11090,-9088,3.66
585,11115,-9113,3.68
586,11140,-9138,2.95
587,11165,-9163,2.38
588,11189,-9187,2.51
589,11214,-9212,4.03
590,11239,-9237,3.05
591,11263,-9261,3.83
592,11288,-9286,4.03
593,11313,-9311,3.03
594,11338,-9336,4.44
595,11362,-9360,6.11
596,11387,-9385,4.13
597,11412,-9410,5.81
598,11436,-9434,4.04
599,11461,-9459,4.63
600,11486,-9484,3.73
601,11510,-9508,2.59
602,11535,-9533,2.88
603,11560,-9558,3.13
604,11585,-9583,2.32
605,11609,-9607,2.6
606,11634,-9632,2.3
607,11659,-9657,2.47
608,11685,-9683,2.93
609,11710,-9708,2.92
610,11736,-9734,3.31
611,11761,-9759,3.58
612,11787,-9785,2.8
613,11812,-9810,2.63
614,11838,-9836,4.5
615,11863,-9861,6.02
616,11889,-9887,6.2
617,11914,-9912,6.27
618,11940,-9938,5.45
619,11965,-9963,5.91
620,11991,-9989,5.84
621,12016,-10014,6.79
622,12041,-10039,7.5
623,12067,-10065,7.01
624,12092,-10090,6.06
625,12118,-10116,5.32
626,12143,-10141,4.28
627,12169,-10167,5.75
628,12194,-10192,7.4
629,12220,-10218,9.26
630,12245,-10243,6.98
631,12271,-10269,6.63
632,12296,-10294,6.03
633,12322,-10320,6.51
634,12347,-10345,6.19
635,12373,-10371,8.93
636,12398,-10396,6.93
637,12423,-10421,6.51
638,12449,-10447,7.05
639,12474,-10472,8.24
640,12500,-10498,7.2
641,12525,-10523,6.39
642,12551,-10549,5.75
643,12576,-10574,6.92
644,12602,-10600,6.87
645,12627,-10625,8.8
646,12653,-10651,7.55
647,12678,-10676,7.15
648,12704,-10702,7.7
649,12729,-10727,10.46
650,12754,-10752,10.64
651,12780,-10778,9.16
652,12805,-10803,6.92
653,12831,-10829,5.26
654,12856,-10854,6.82
655,12882,-10880,9.4
656,12907,-10905,6.56
657,12933,-10931,6.2
658,12958,-10956,5.3
659,12984,-10982,3.58
660,13009,-11007,4.29
661,13035,-11033,5.55
662,13060,-11058,5.37
663,13086,-11084,4.99
664,13111,-11109,3.97
665,13154,-11152,2.42
666,13196,-11194,2.29
667,13239,-11237,2.47
668,13282,-11280,2.66
669,13324,-11322,2.39
670,13367,-11365,2.9
671,13409,-11407,2.56
672,13452,-11450,3.04
673,13495,-11493,2.71
674,13537,-11535,2.76
675,13580,-11578,2.25
676,13623,-11621,2.27
677,13665,-11663,2.19
678,13708,-11706,2.49
679,13750,-11748,2.77
680,13793,-11791,2.54
681,13836,-11834,2.46
682,13878,-11876,3
683,13921,-11919,3.29
684,13964,-11962,2.87
685,14006,-12004,3.83
686,14049,-12047,3.33
687,14092,-12090,3.88
688,14134,-12132,3.43
689,14177,-12175,3.83
690,14219,-12217,3.84
691,14262,-12260,3.85
692,14305,-12303,4.09
693,14347,-12345,3.54
694,14390,-12388,3.63
695,14433,-12431,3.08
696,14475,-12473,3.78
697,14518,-12516,3.82
698,14561,-12559,3.44
699,14603,-12601,4.16
700,14646,-12644,3.72
701,14688,-12686,3.7
702,14731,-12729,3.81
703,14774,-12772,3.65
704,14816,-12814,5.38
705,14859,-12857,5.25
706,14902,-12900,5.35
707,14944,-12942,4.97
708,14987,-12985,4.49
709,15029,-13027,5.08
710,15072,-13070,5.1
711,15115,-13113,6.07
712,15157,-13155,5.62
713,15200,-13198,1.31
714,15252,-13250,3.63
715,15304,-13302,3.55
716,15356,-13354,3.99
717,15409,-13407,3.69
718,15461,-13459,4.39
719,15513,-13511,4.48
720,15565,-13563,4.22
721,15617,-13615,4.1
722,15669,-13667,4.37
723,15721,-13719,4.2
724,15773,-13771,3.84
725,15826,-13824,3.49
726,15878,-13876,2.72
727,15930,-13928,3.48
728,15982,-13980,3.56
729,16034,-14032,3.99
730,16086,-14084,4.64
731,16138,-14136,1.98
732,16190,-14188,3.29
733,16243,-14241,3.79
734,16295,-14293,4.06
735,16347,-14345,3.43
736,16399,-14397,2.81
737,16451,-14449,2.99
738,16503,-14501,3.05
739,16555,-14553,2.72
740,16607,-14605,2.62
741,16660,-14658,2.74
742,16712,-14710,3.26
743,16764,-14762,2.97
744,16816,-14814,2.98
745,16868,-14866,2.97
746,16920,-14918,2.47
747,16972,-14970,2.33
748,17024,-15022,2.58
749,17077,-15075,2.38
750,17129,-15127,2.59
751,17181,-15179,1.86
752,17233,-15231,1.67
753,17285,-15283,1.5
754,17328,-15326,1.86
755,17372,-15370,2.25
756,17415,-15413,2.04
757,17458,-15456,2.29
758,17502,-15500,2.29
759,17545,-15543,2.26
760,17588,-15586,2.55
761,17632,-15630,3.06
762,17675,-15673,2.79
763,17718,-15716,2.46
764,17762,-15760,2.54
765,17805,-15803,3.02
766,17848,-15846,2.66
767,17892,-15890,2.81
768,17935,-15933,3.03
769,17978,-15976,2.9
770,18022,-16020,2.6
771,18065,-16063,2.33
772,18108,-16106,2.62
773,18152,-16150,2.51
774,18195,-16193,2.96
775,18238,-16236,2.47
776,18282,-16280,2.82
777,18325,-16323,2.61
778,18368,-16366,2.83
779,18412,-16410,2.85
780,18455,-16453,2.54
781,18498,-16496,2.77
782,18542,-16540,3.43
783,18585,-16583,3.23
784,18628,-16626,2.76
785,18672,-16670,2.82
786,18715,-16713,2.62
787,18758,-16756,2.56
788,18802,-16800,2.38
789,18845,-16843,2.27
790,18888,-16886,2.31
791,18932,-16930,2.66
792,18975,-16973,2.3
793,19018,-17016,2.58
794,19062,-17060,2.42
795,19105,-17103,1.8
796,19148,-17146,2.28
797,19190,-17188,2.53
798,19233,-17231,2.56
799,19276,-17274,2.49
800,19318,-17316,2.68
801,19361,-17359,3.04
802,19404,-17402,3.18
803,19446,-17444,3.35
804,19489,-17487,3.28
805,19532,-17530,3.08
806,19574,-17572,3.33
807,19617,-17615,3.18
808,19659,-17657,3.67
809,19702,-17700,3.22
810,19745,-17743,2.74
811,19787,-17785,2.79
812,19830,-17828,3.08
813,19873,-17871,2.74
814,19915,-17913,3.32
815,19958,-17956,2.91
816,20001,-17999,3
817,20043,-18041,2.98
818,20086,-18084,2.85
819,20129,-18127,2.76
820,20171,-18169,3.55
821,20214,-18212,3.01
822,20257,-18255,2.84
823,20299,-18297,2.74
824,20342,-18340,3.03
825,20385,-18383,2.67
826,20427,-18425,3.24
827,20470,-18468,3.11
828,20513,-18511,2.89
829,20555,-18553,2.77
830,20598,-18596,3.17
831,20641,-18639,3.28
832,20683,-18681,3.35
833,20726,-18724,3.04
834,20768,-18766,3
835,20811,-18809,3.22
836,20854,-18852,3.24
837,20896,-18894,3.35
838,20939,-18937,3.63
839,20982,-18980,4.43
840,21024,-19022,3.77
841,21067,-19065,3.57
842,21110,-19108,4.25
843,21152,-19150,4.43
844,21195,-19193,4.62
845,21238,-19236,3.91
846,21280,-19278,4.1
847,21323,-19321,3.52
848,21366,-19364,3.49
849,21408,-19406,3.88
850,21451,-19449,3.28
851,21494,-19492,3.66
852,21536,-19534,3.78
853,21579,-19577,4.35
854,21621,-19619,4.91
855,21664,-19662,4.02
856,21707,-19705,3.89
857,21749,-19747,4.65
858,21792,-19790,4.58
859,21834,-19832,4.43
860,21877,-19875,4.25
861,21920,-19918,4.25
862,21962,-19960,4.36
863,22005,-20003,4.41
864,22048,-20046,4.56
865,22090,-20088,4.42
866,22133,-20131,3.98
867,22176,-20174,3.8
868,22218,-20216,3.38
869,22261,-20259,3.73
870,22303,-20301,3.24
871,22346,-20344,3.3
872,22389,-20387,3.03
873,22431,-20429,3.26
874,22474,-20472,3.17
875,22517,-20515,2.78
876,22559,-20557,2.95
877,22602,-20600,2.61
878,22645,-20643,2.72
879,22687,-20685,2.71
880,22730,-20728,2.37
881,22773,-20771,2.25
882,22815,-20813,2.33
883,22858,-20856,2.32
884,22900,-20898,2.14
885,22943,-20941,2.79
886,22986,-20984,2.37
887,23028,-21026,2.5
888,23071,-21069,2.31
889,23114,-21112,2.26
890,23156,-21154,2.2
891,23199,-21197,2.09
892,23242,-21240,2.2
893,23284,-21282,2.22
894,23327,-21325,1.9
895,23370,-21368,1.89
896,23412,-21410,2.13
897,23455,-21453,2.1
898,23497,-21495,2.22
899,23540,-21538,2.16
900,23583,-21581,2.28
901,23625,-21623,2.27
902,23668,-21666,2.12
903,23711,-21709,2.27
904,23753,-21751,2.18
905,23796,-21794,2.34
906,23839,-21837,2.63
907,23881,-21879,2.4
908,23924,-21922,2.2
909,23967,-21965,2.26
910,24009,-22007,2.26
911,24052,-22050,2.19
912,24094,-22092,2.01
913,24137,-22135,1.93
914,24180,-22178,1.97
915,24222,-22220,2.18
916,24265,-22263,2.27
917,24308,-22306,2.54
918,(Years before 2002),NA,NA
919,155,1847,3.46
920,176,1826,3.48
921,197,1805,3.37
922,218,1784,3.32
923,240,1763,3.16
924,261,1741,3.2
925,282,1720,3.48
926,303,1699,3.78
927,324,1678,5.02
928,345,1657,4.5
929,366,1636,4.05
930,387,1615,3.41
931,409,1594,3.55
932,430,1572,4.33
933,451,1551,4.19
934,472,1530,2.98
935,493,1509,4.14
936,514,1488,4.33
937,535,1467,5.03
938,556,1446,3.91
939,578,1425,4
940,599,1403,4.38
941,620,1382,3.96
942,641,1361,5
943,662,1340,3.79
944,683,1319,2.27
945,704,1298,3.1
946,725,1277,2.63
947,747,1256,2.88
948,768,1234,2.76
949,789,1213,3.79
950,810,1192,4.09
951,831,1171,4.12
952,852,1150,4.65
953,873,1129,4.33
954,894,1108,4.03
955,916,1087,3.97
956,937,1065,4.13
957,958,1044,5.3
958,979,1023,4.15
959,1000,1002,3.65
960,1025,977,2.87
961,1050,952,5.14
962,1076,926,3.97
963,1101,901,2.75
964,1126,876,3.59
965,1151,851,3.11
966,1176,826,3.42
967,1202,800,2.89
968,1227,775,4.3
969,1252,750,4.02
970,1277,725,4.53
971,1302,700,6.33
972,1328,674,3.55
973,1353,649,3.32
974,1378,624,3.86
975,1401,601,4.33
976,1423,579,3.23
977,1446,556,3.34
978,1468,534,4.95
979,1491,511,3.47
980,1513,489,5.15
981,1536,466,4.59
982,1559,443,2.71
983,1581,421,2.58
984,1604,398,2.7
985,1626,376,3.45
986,1649,353,3.83
987,1671,331,3.37
988,1694,308,3.6
989,1716,286,4.03
990,1739,263,3.44
991,1762,240,3.43
992,1784,218,3.68
993,1807,195,3.55
994,1829,173,3.89
995,1852,150,3.39
996,1874,128,3.67
997,1897,105,5.2
998,1920,82,4.46
999,1942,60,5.04
1000,1965,37,4.63
1001,1987,15,4.9
1002,2010,-8,4.12
1003,2032,-30,4.29
1004,2055,-53,4.86
1005,2078,-76,4.34
1006,2100,-98,4.6
1007,2123,-121,5.19
1008,2145,-143,6.86
1009,2168,-166,4.35
1010,2190,-188,3.83
1011,2213,-211,4.45
1012,2236,-234,4.47
1013,2258,-256,5.86
1014,2281,-279,5.01
1015,2303,-301,3.95
1016,2326,-324,5.59
1017,2348,-346,5.52
1018,2371,-369,4.12
1019,2393,-391,4.94
1020,2416,-414,5.02
1021,2439,-437,4.86
1022,2461,-459,4.77
1023,2484,-482,5.1
1024,2506,-504,5.48
1025,2529,-527,5.55
1026,2551,-549,4.46
1027,2574,-572,5.55
1028,2597,-595,4.85
1029,2619,-617,4.65
1030,2642,-640,4.47
1031,2664,-662,4.87
1032,2687,-685,5.69
1033,2709,-707,5.7
1034,2732,-730,4.16
1035,2755,-753,4.85
1036,2777,-775,5.93
1037,2800,-798,3.84
1038,2822,-820,4.26
1039,2845,-843,6.34
1040,2867,-865,7.26
1041,2890,-888,5.04
1042,2913,-911,5.66
1043,2935,-933,6.57
1044,2958,-956,6.63
1045,2980,-978,4.55
1046,3003,-1001,5.57
1047,3025,-1023,6.07
1048,3048,-1046,5.34
1049,3070,-1068,7.09
1050,3093,-1091,5.25
1051,3116,-1114,5.82
1052,3138,-1136,4.8
1053,3161,-1159,6.28
1054,3183,-1181,4.84
1055,3206,-1204,5.07
1056,3228,-1226,4.5
1057,3251,-1249,5.76
1058,3274,-1272,6.16
1059,3296,-1294,7.15
1060,3319,-1317,4.52
1061,3341,-1339,5.88
1062,3364,-1362,5.9
1063,3386,-1384,7.39
1064,3409,-1407,6.21
1065,3432,-1430,7
1066,3454,-1452,6.05
1067,3477,-1475,5.66
1068,3499,-1497,5.43
1069,3522,-1520,5.34
1070,3544,-1542,4.91
1071,3567,-1565,6.5
1072,3590,-1588,4.74
1073,3612,-1610,6.68
1074,3635,-1633,5.76
1075,3657,-1655,7.66
1076,3680,-1678,5.21
1077,3702,-1700,4.69
1078,3725,-1723,5.03
1079,3747,-1745,7.3
1080,3770,-1768,6.69
1081,3793,-1791,6.12
1082,3815,-1813,6.3
1083,3838,-1836,5.08
1084,3860,-1858,3.63
1085,3883,-1881,5.92
1086,3905,-1903,6.19
1087,3928,-1926,5.57
1088,3947,-1945,6.1
1089,3966,-1964,NA
1090,3985,-1983,NA
1091,4004,-2002,NA
1092,4022,-2020,NA
1093,4041,-2039,NA
1094,4060,-2058,NA
1095,4079,-2077,NA
1096,4098,-2096,NA
1097,4117,-2115,NA
1098,4136,-2134,NA
1099,4155,-2153,NA
1100,4173,-2171,NA
1101,4192,-2190,NA
1102,4211,-2209,NA
1103,4230,-2228,NA
1104,4249,-2247,7.28
1105,4268,-2266,NA
1106,4287,-2285,NA
1107,4306,-2304,NA
1108,4324,-2322,NA
1109,4343,-2341,NA
1110,4362,-2360,NA
1111,4381,-2379,NA
1112,4400,-2398,NA
1113,4421,-2419,6.12
1114,4442,-2440,7.06
1115,4463,-2461,6.62
1116,4484,-2482,6.65
1117,4505,-2503,6.3
1118,4526,-2524,6.3
1119,4547,-2545,5.77
1120,4568,-2566,5.79
1121,4589,-2587,5.72
1122,4610,-2608,5.17
1123,4631,-2629,5.43
1124,4652,-2650,4.62
1125,4674,-2672,4.55
1126,4695,-2693,4.93
1127,4716,-2714,4.57
1128,4737,-2735,4.83
1129,4758,-2756,4.21
1130,4779,-2777,5.54
1131,4800,-2798,5.92
1132,4821,-2819,6.43
1133,4842,-2840,6.76
1134,4863,-2861,6.43
1135,4884,-2882,5.13
1136,4905,-2903,5.61
1137,4926,-2924,5.41
1138,4947,-2945,5.48
1139,4968,-2966,6.37
1140,4989,-2987,6.42
1141,5010,-3008,6.05
1142,5031,-3029,5.28
1143,5052,-3050,5.73
1144,5073,-3071,6.17
1145,5094,-3092,5.87
1146,5115,-3113,6
1147,5136,-3134,5.84
1148,5157,-3155,5.97
1149,5178,-3176,5.54
1150,5199,-3197,5.94
1151,5221,-3219,5.79
1152,5242,-3240,5.97
1153,5263,-3261,7.4
1154,5284,-3282,6.04
1155,5305,-3303,5.32
1156,5326,-3324,6.19
1157,5347,-3345,5.05
1158,5368,-3366,6.52
1159,5389,-3387,4.64
1160,5410,-3408,4.7
1161,5431,-3429,4.67
1162,5452,-3450,3.79
1163,5473,-3471,3.53
1164,5494,-3492,4.25
1165,5515,-3513,5.29
1166,5537,-3535,6.3
1167,5558,-3556,6.27
1168,5579,-3577,5.66
1169,5600,-3598,4.4
1170,5622,-3620,5.36
1171,5643,-3641,4.27
1172,5664,-3662,4.7
1173,5685,-3683,4.85
1174,5707,-3705,5.64
1175,5728,-3726,7.49
1176,5749,-3747,7.36
1177,5770,-3768,6.62
1178,5792,-3790,5.5
1179,5813,-3811,5.88
1180,5834,-3832,6
1181,5855,-3853,5.96
1182,5877,-3875,6.41
1183,5898,-3896,5.54
1184,5919,-3917,5.69
1185,5940,-3938,5.1
1186,5962,-3960,6.03
1187,5983,-3981,5.83
1188,6004,-4002,5.34
1189,6025,-4023,6.09
1190,6047,-4045,5.39
1191,6068,-4066,4.76
1192,6089,-4087,6.27
1193,6110,-4108,5.95
1194,6131,-4129,4.55
1195,6153,-4151,5.27
1196,6174,-4172,5.71
1197,6195,-4193,6
1198,6216,-4214,3.43
1199,6238,-4236,5.49
1200,6259,-4257,4.09
1201,6280,-4278,5.96
1202,6301,-4299,4.76
1203,6323,-4321,7.96
1204,6344,-4342,5.46
1205,6365,-4363,4.87
1206,6386,-4384,3.35
1207,6408,-4406,5.37
1208,6429,-4427,6.68
1209,6450,-4448,5.17
1210,6471,-4469,5.4
1211,6493,-4491,5.57
1212,6514,-4512,6.28
1213,6535,-4533,4.7
1214,6556,-4554,6.4
1215,6578,-4576,5.46
1216,6599,-4597,6.17
1217,6620,-4618,4.2
1218,6641,-4639,4.81
1219,6663,-4661,3.54
1220,6684,-4682,3.9
1221,6705,-4703,6.23
1222,6726,-4724,4.95
1223,6747,-4745,5.93
1224,6769,-4767,5.69
1225,6790,-4788,4.7
1226,6811,-4809,4.26
1227,6832,-4830,5.51
1228,6854,-4852,4.19
1229,6875,-4873,5.97
1230,6896,-4894,4.92
1231,6917,-4915,4.64
1232,6939,-4937,4.6
1233,6960,-4958,5.2
1234,6981,-4979,6.98
1235,7002,-5000,3.18
1236,7024,-5022,4.7
1237,7045,-5043,5.39
1238,7066,-5064,4.88
1239,7087,-5085,3.79
1240,7109,-5107,3.82
1241,7130,-5128,3.84
1242,7151,-5149,4.4
1243,7172,-5170,5.14
1244,7194,-5192,5.41
1245,7215,-5213,4.74
1246,7236,-5234,4.24
1247,7257,-5255,5.33
1248,7279,-5277,4.93
1249,7300,-5298,6
1250,7321,-5319,6.11
1251,7342,-5340,5.01
1252,7363,-5361,6.69
1253,7385,-5383,3.81
1254,7406,-5404,4.56
1255,7427,-5425,7.53
1256,7448,-5446,5.25
1257,7470,-5468,4.99
1258,7491,-5489,5.35
1259,7512,-5510,4.13
1260,7533,-5531,4.25
1261,7555,-5553,2.82
1262,7576,-5574,3.66
1263,7597,-5595,5.35
1264,7618,-5616,4.67
1265,7640,-5638,5.77
1266,7661,-5659,6.28
1267,7682,-5680,7.53
1268,7703,-5701,5.82
1269,7725,-5723,4.42
1270,7746,-5744,5.96
1271,7767,-5765,5.26
1272,7788,-5786,8.33
1273,7810,-5808,4.76
1274,7831,-5829,4.34
1275,7852,-5850,6.03
1276,7873,-5871,4.01
1277,7894,-5892,5.75
1278,7916,-5914,5.3
1279,7937,-5935,7.43
1280,7958,-5956,4.97
1281,7979,-5977,4.76
1282,8001,-5999,4.53
1283,8022,-6020,4.36
1284,8043,-6041,5.88
1285,8064,-6062,5.43
1286,8086,-6084,5.25
1287,8107,-6105,5.47
1288,8128,-6126,6.24
1289,8149,-6147,7.46
