"","Year","thickness_type","n"
"3581",740,"dark layer",NA
"3582",740,"light layer",NA
"3583",741,"dark layer",NA
"3584",741,"light layer",NA
"3585",742,"dark layer",NA
"3586",742,"light layer",NA
"3587",743,"dark layer",NA
"3588",743,"light layer",NA
"3589",744,"dark layer",NA
"3590",744,"light layer",NA
"3591",745,"dark layer",NA
"3592",745,"light layer",NA
"3593",746,"dark layer",NA
"3594",746,"light layer",NA
"3595",747,"dark layer",NA
"3596",747,"light layer",NA
"3597",748,"dark layer",NA
"3598",748,"light layer",NA
"3599",749,"dark layer",NA
"3600",749,"light layer",NA
"3601",750,"dark layer",NA
"3602",750,"light layer",NA
"3603",751,"dark layer",NA
"3604",751,"light layer",NA
"3605",752,"dark layer",NA
"3606",752,"light layer",NA
"3607",753,"dark layer",NA
"3608",753,"light layer",NA
"3609",754,"dark layer",NA
"3610",754,"light layer",NA
"3611",755,"dark layer",NA
"3612",755,"light layer",NA
"3613",756,"dark layer",NA
"3614",756,"light layer",NA
"3615",757,"dark layer",NA
"3616",757,"light layer",NA
"3617",758,"dark layer",NA
"3618",758,"light layer",NA
"3619",759,"dark layer",NA
"3620",759,"light layer",NA
"3621",760,"dark layer",NA
"3622",760,"light layer",NA
"3623",761,"dark layer",NA
"3624",761,"light layer",NA
"3625",762,"dark layer",NA
"3626",762,"light layer",NA
"3627",763,"dark layer",0.2
"3628",763,"light layer",1
"3629",764,"dark layer",0.1
"3630",764,"light layer",1.7
"3631",765,"dark layer",0.1
"3632",765,"light layer",0.8
"3633",766,"dark layer",0.04
"3634",766,"light layer",1.06
"3635",767,"dark layer",0.1
"3636",767,"light layer",0.9
"3637",768,"dark layer",0.2
"3638",768,"light layer",0.6
"3639",769,"dark layer",0.04
"3640",769,"light layer",1.06
"3641",770,"dark layer",0.2
"3642",770,"light layer",0.4
"3643",771,"dark layer",0.04
"3644",771,"light layer",0.46
"3645",772,"dark layer",0.1
"3646",772,"light layer",0.3
"3647",773,"dark layer",0.04
"3648",773,"light layer",1.46
"3649",774,"dark layer",0.06
"3650",774,"light layer",0.74
"3651",775,"dark layer",0.1
"3652",775,"light layer",1.3
"3653",776,"dark layer",0.06
"3654",776,"light layer",1.14
"3655",777,"dark layer",0.1
"3656",777,"light layer",2.1
"3657",778,"dark layer",0.04
"3658",778,"light layer",0.86
"3659",779,"dark layer",0.1
"3660",779,"light layer",0.7
"3661",780,"dark layer",0.06
"3662",780,"light layer",1.24
"3663",781,"dark layer",0.04
"3664",781,"light layer",1.36
"3665",782,"dark layer",0.1
"3666",782,"light layer",0.6
"3667",783,"dark layer",0.04
"3668",783,"light layer",1.56
"3669",784,"dark layer",0.03
"3670",784,"light layer",1.37
"3671",785,"dark layer",0.04
"3672",785,"light layer",1.56
"3673",786,"dark layer",0.04
"3674",786,"light layer",0.96
"3675",787,"dark layer",0.2
"3676",787,"light layer",0.5
"3677",788,"dark layer",0.1
"3678",788,"light layer",1.1
"3679",789,"dark layer",0.06
"3680",789,"light layer",0.54
"3681",790,"dark layer",0.2
"3682",790,"light layer",0.8
"3683",791,"dark layer",0.04
"3684",791,"light layer",0.56
"3685",792,"dark layer",0.02
"3686",792,"light layer",0.78
"3687",793,"dark layer",0.06
"3688",793,"light layer",1.54
"3689",794,"dark layer",0.1
"3690",794,"light layer",2.3
"3691",795,"dark layer",0.2
"3692",795,"light layer",0.2
"3693",796,"dark layer",0.02
"3694",796,"light layer",0.18
"3695",797,"dark layer",0.04
"3696",797,"light layer",0.16
"3697",798,"dark layer",0.14
"3698",798,"light layer",0.26
"3699",799,"dark layer",0.02
"3700",799,"light layer",0.58
"3701",800,"dark layer",0.06
"3702",800,"light layer",1.34
"3703",801,"dark layer",0.1
"3704",801,"light layer",0.6
"3705",802,"dark layer",0.1
"3706",802,"light layer",1.6
"3707",803,"dark layer",0.02
"3708",803,"light layer",0.38
"3709",804,"dark layer",0.1
"3710",804,"light layer",0.2
"3711",805,"dark layer",0.06
"3712",805,"light layer",0.54
"3713",806,"dark layer",0.04
"3714",806,"light layer",0.36
"3715",807,"dark layer",0.03
"3716",807,"light layer",0.47
"3717",808,"dark layer",0.04
"3718",808,"light layer",0.46
"3719",809,"dark layer",0.1
"3720",809,"light layer",2.4
"3721",810,"dark layer",0.04
"3722",810,"light layer",1.56
"3723",811,"dark layer",0.2
"3724",811,"light layer",0.8
"3725",812,"dark layer",0.2
"3726",812,"light layer",0.9
"3727",813,"dark layer",0.1
"3728",813,"light layer",0.9
"3729",814,"dark layer",0.1
"3730",814,"light layer",2.7
"3731",815,"dark layer",0.1
"3732",815,"light layer",2.9
"3733",816,"dark layer",0.14
"3734",816,"light layer",2.46
"3735",817,"dark layer",0.1
"3736",817,"light layer",0.5
"3737",818,"dark layer",0.4
"3738",818,"light layer",0.2
"3739",819,"dark layer",0.2
"3740",819,"light layer",2
"3741",820,"dark layer",0.4
"3742",820,"light layer",1.4
"3743",821,"dark layer",0.1
"3744",821,"light layer",0.2
"3745",822,"dark layer",0.2
"3746",822,"light layer",1
"3747",823,"dark layer",0.1
"3748",823,"light layer",0.5
"3749",824,"dark layer",0.1
"3750",824,"light layer",0.4
"3751",825,"dark layer",0.1
"3752",825,"light layer",0.3
"3753",826,"dark layer",0.3
"3754",826,"light layer",0.9
"3755",827,"dark layer",0.06
"3756",827,"light layer",0.84
"3757",828,"dark layer",0.1
"3758",828,"light layer",1.1
"3759",829,"dark layer",0.06
"3760",829,"light layer",0.24
"3761",830,"dark layer",0.1
"3762",830,"light layer",0.9
"3763",831,"dark layer",0.1
"3764",831,"light layer",0.4
"3765",832,"dark layer",0.2
"3766",832,"light layer",0.6
"3767",833,"dark layer",0.04
"3768",833,"light layer",0.76
"3769",834,"dark layer",0.1
"3770",834,"light layer",0.5
"3771",835,"dark layer",0.06
"3772",835,"light layer",1.04
"3773",836,"dark layer",0.06
"3774",836,"light layer",0.34
"3775",837,"dark layer",0.1
"3776",837,"light layer",0.7
"3777",838,"dark layer",0.04
"3778",838,"light layer",1.16
"3779",839,"dark layer",0.08
"3780",839,"light layer",0.32
"3781",840,"dark layer",0.06
"3782",840,"light layer",0.44
"3783",841,"dark layer",0.04
"3784",841,"light layer",1.06
"3785",842,"dark layer",0.2
"3786",842,"light layer",1
"3787",843,"dark layer",0.2
"3788",843,"light layer",0.6
"3789",844,"dark layer",0.2
"3790",844,"light layer",1
"3791",845,"dark layer",0.2
"3792",845,"light layer",0.9
"3793",846,"dark layer",0.1
"3794",846,"light layer",0.9
"3795",847,"dark layer",0.2
"3796",847,"light layer",0.8
"3797",848,"dark layer",0.1
"3798",848,"light layer",1.3
"3799",849,"dark layer",0.1
"3800",849,"light layer",0.7
"3801",850,"dark layer",0.04
"3802",850,"light layer",0.6
"3803",851,"dark layer",0.03
"3804",851,"light layer",1.07
"3805",852,"dark layer",0.04
"3806",852,"light layer",0.56
"3807",853,"dark layer",0.04
"3808",853,"light layer",0.36
"3809",854,"dark layer",0.04
"3810",854,"light layer",1.16
"3811",855,"dark layer",0.1
"3812",855,"light layer",0.7
"3813",856,"dark layer",0.1
"3814",856,"light layer",1
"3815",857,"dark layer",0.2
"3816",857,"light layer",1.2
"3817",858,"dark layer",0.06
"3818",858,"light layer",1.04
"3819",859,"dark layer",0.14
"3820",859,"light layer",0.66
"3821",860,"dark layer",0.1
"3822",860,"light layer",0.9
"3823",861,"dark layer",0.1
"3824",861,"light layer",0.3
"3825",862,"dark layer",0.2
"3826",862,"light layer",0.6
"3827",863,"dark layer",0.1
"3828",863,"light layer",0.7
"3829",864,"dark layer",0.04
"3830",864,"light layer",0.86
"3831",865,"dark layer",NA
"3832",865,"light layer",NA
"3833",866,"dark layer",NA
"3834",866,"light layer",NA
"3835",867,"dark layer",NA
"3836",867,"light layer",NA
"3837",868,"dark layer",NA
"3838",868,"light layer",NA
"3839",869,"dark layer",NA
"3840",869,"light layer",NA
"3841",870,"dark layer",NA
"3842",870,"light layer",NA
"3843",871,"dark layer",NA
"3844",871,"light layer",NA
"3845",872,"dark layer",NA
"3846",872,"light layer",NA
"3847",873,"dark layer",NA
"3848",873,"light layer",NA
"3849",874,"dark layer",NA
"3850",874,"light layer",NA
"3851",875,"dark layer",NA
"3852",875,"light layer",NA
"3853",876,"dark layer",NA
"3854",876,"light layer",NA
"3855",877,"dark layer",0.04
"3856",877,"light layer",0.76
"3857",878,"dark layer",0.04
"3858",878,"light layer",0.36
"3859",879,"dark layer",0.1
"3860",879,"light layer",0.5
"3861",880,"dark layer",0.02
"3862",880,"light layer",1.98
"3863",881,"dark layer",0.2
"3864",881,"light layer",2.2
"3865",882,"dark layer",0.2
"3866",882,"light layer",1.8
"3867",883,"dark layer",0.1
"3868",883,"light layer",1.1
"3869",884,"dark layer",0.1
"3870",884,"light layer",0.3
"3871",885,"dark layer",0.1
"3872",885,"light layer",0.5
"3873",886,"dark layer",0.1
"3874",886,"light layer",1.5
"3875",887,"dark layer",0.1
"3876",887,"light layer",0.8
"3877",888,"dark layer",0.04
"3878",888,"light layer",0.96
"3879",889,"dark layer",0.2
"3880",889,"light layer",0.8
"3881",890,"dark layer",0.04
"3882",890,"light layer",0.96
"3883",891,"dark layer",0.04
"3884",891,"light layer",0.56
"3885",892,"dark layer",0.06
"3886",892,"light layer",0.94
"3887",893,"dark layer",0.04
"3888",893,"light layer",0.66
"3889",894,"dark layer",0.2
"3890",894,"light layer",0.8
"3891",895,"dark layer",0.04
"3892",895,"light layer",1.16
"3893",896,"dark layer",0.2
"3894",896,"light layer",0.8
"3895",897,"dark layer",0.1
"3896",897,"light layer",0.3
"3897",898,"dark layer",0.1
"3898",898,"light layer",0.3
"3899",899,"dark layer",0.1
"3900",899,"light layer",0.5
"3901",900,"dark layer",0.06
"3902",900,"light layer",0.34
"3903",901,"dark layer",0.1
"3904",901,"light layer",1
"3905",902,"dark layer",0.1
"3906",902,"light layer",0.7
"3907",903,"dark layer",0.06
"3908",903,"light layer",1.34
"3909",904,"dark layer",0.04
"3910",904,"light layer",0.66
"3911",905,"dark layer",0.2
"3912",905,"light layer",1
"3913",906,"dark layer",0.04
"3914",906,"light layer",1.06
"3915",907,"dark layer",0.2
"3916",907,"light layer",0.6
"3917",908,"dark layer",0.1
"3918",908,"light layer",0.5
"3919",909,"dark layer",0.1
"3920",909,"light layer",0.8
"3921",910,"dark layer",0.1
"3922",910,"light layer",1.3
"3923",911,"dark layer",0.2
"3924",911,"light layer",0.4
"3925",912,"dark layer",0.06
"3926",912,"light layer",1.24
"3927",913,"dark layer",0.1
"3928",913,"light layer",0.7
"3929",914,"dark layer",0.1
"3930",914,"light layer",0.5
"3931",915,"dark layer",0.06
"3932",915,"light layer",0.44
"3933",916,"dark layer",0.04
"3934",916,"light layer",0.46
"3935",917,"dark layer",0.1
"3936",917,"light layer",0.4
"3937",918,"dark layer",0.1
"3938",918,"light layer",0.7
"3939",919,"dark layer",NA
"3940",919,"light layer",NA
"3941",920,"dark layer",NA
"3942",920,"light layer",NA
"3943",921,"dark layer",NA
"3944",921,"light layer",NA
"3945",922,"dark layer",NA
"3946",922,"light layer",NA
"3947",923,"dark layer",NA
"3948",923,"light layer",NA
"3949",924,"dark layer",NA
"3950",924,"light layer",NA
"3951",925,"dark layer",NA
"3952",925,"light layer",NA
"3953",926,"dark layer",NA
"3954",926,"light layer",NA
"3955",927,"dark layer",NA
"3956",927,"light layer",NA
"3957",928,"dark layer",NA
"3958",928,"light layer",NA
"3959",929,"dark layer",NA
"3960",929,"light layer",NA
"3961",930,"dark layer",NA
"3962",930,"light layer",NA
"3963",931,"dark layer",NA
"3964",931,"light layer",NA
"3965",932,"dark layer",NA
"3966",932,"light layer",NA
"3967",933,"dark layer",NA
"3968",933,"light layer",NA
"3969",934,"dark layer",NA
"3970",934,"light layer",NA
"3971",935,"dark layer",0.1
"3972",935,"light layer",1.1
"3973",936,"dark layer",0.2
"3974",936,"light layer",0.4
"3975",937,"dark layer",0.02
"3976",937,"light layer",0.78
"3977",938,"dark layer",0.2
"3978",938,"light layer",0.8
"3979",939,"dark layer",0.2
"3980",939,"light layer",0.6
"3981",940,"dark layer",0.4
"3982",940,"light layer",0.8
"3983",941,"dark layer",0.06
"3984",941,"light layer",0.94
"3985",942,"dark layer",0.04
"3986",942,"light layer",0.96
"3987",943,"dark layer",0.1
"3988",943,"light layer",0.4
"3989",944,"dark layer",0.2
"3990",944,"light layer",1
"3991",945,"dark layer",0.2
"3992",945,"light layer",0.6
"3993",946,"dark layer",0.2
"3994",946,"light layer",1
"3995",947,"dark layer",0.2
"3996",947,"light layer",1.4
"3997",948,"dark layer",0.2
"3998",948,"light layer",2
"3999",949,"dark layer",0.1
"4000",949,"light layer",1.1
"4001",950,"dark layer",0.2
"4002",950,"light layer",0.4
"4003",951,"dark layer",0.1
"4004",951,"light layer",1.3
"4005",952,"dark layer",0.1
"4006",952,"light layer",0.8
"4007",953,"dark layer",0.3
"4008",953,"light layer",0.7
"4009",954,"dark layer",0.2
"4010",954,"light layer",2.2
"4011",955,"dark layer",0.1
"4012",955,"light layer",1.9
"4013",956,"dark layer",0.1
"4014",956,"light layer",0.2
"4015",957,"dark layer",0.1
"4016",957,"light layer",0.2
"4017",958,"dark layer",0.1
"4018",958,"light layer",0.3
"4019",959,"dark layer",0.1
"4020",959,"light layer",0.4
"4021",960,"dark layer",0.1
"4022",960,"light layer",0.7
"4023",961,"dark layer",0.1
"4024",961,"light layer",0.4
"4025",962,"dark layer",0.1
"4026",962,"light layer",0.5
"4027",963,"dark layer",0.1
"4028",963,"light layer",0.3
"4029",964,"dark layer",0.2
"4030",964,"light layer",0.5
"4031",965,"dark layer",0.04
"4032",965,"light layer",1.16
"4033",966,"dark layer",0.1
"4034",966,"light layer",0.6
"4035",967,"dark layer",0.03
"4036",967,"light layer",0.37
"4037",968,"dark layer",0.2
"4038",968,"light layer",1.4
"4039",969,"dark layer",0.2
"4040",969,"light layer",0.9
"4041",970,"dark layer",0.04
"4042",970,"light layer",0.56
"4043",971,"dark layer",0.04
"4044",971,"light layer",1.26
"4045",972,"dark layer",0.03
"4046",972,"light layer",0.57
"4047",973,"dark layer",0.02
"4048",973,"light layer",0.68
"4049",974,"dark layer",0.1
"4050",974,"light layer",0.2
"4051",975,"dark layer",0.2
"4052",975,"light layer",0.3
"4053",976,"dark layer",0.1
"4054",976,"light layer",0.9
"4055",977,"dark layer",0.1
"4056",977,"light layer",0.7
"4057",978,"dark layer",0.2
"4058",978,"light layer",0.2
"4059",979,"dark layer",0.2
"4060",979,"light layer",0.8
"4061",980,"dark layer",0.2
"4062",980,"light layer",0.7
"4063",981,"dark layer",0.06
"4064",981,"light layer",1.04
"4065",982,"dark layer",0.2
"4066",982,"light layer",0.6
"4067",983,"dark layer",0.04
"4068",983,"light layer",0.36
"4069",984,"dark layer",0.2
"4070",984,"light layer",1.8
"4071",985,"dark layer",0.1
"4072",985,"light layer",0.4
"4073",986,"dark layer",0.1
"4074",986,"light layer",0.9
"4075",987,"dark layer",0.1
"4076",987,"light layer",0.7
"4077",988,"dark layer",0.1
"4078",988,"light layer",1.2
"4079",989,"dark layer",0.06
"4080",989,"light layer",1.04
"4081",990,"dark layer",0.1
"4082",990,"light layer",0.5
"4083",991,"dark layer",0.2
"4084",991,"light layer",1
"4085",992,"dark layer",0.2
"4086",992,"light layer",1.8
"4087",993,"dark layer",0.1
"4088",993,"light layer",1.5
"4089",994,"dark layer",0.1
"4090",994,"light layer",1.1
"4091",995,"dark layer",0.02
"4092",995,"light layer",1.08
"4093",996,"dark layer",0.1
"4094",996,"light layer",0.9
"4095",997,"dark layer",0.2
"4096",997,"light layer",0.8
"4097",998,"dark layer",0.2
"4098",998,"light layer",1.4
"4099",999,"dark layer",0.2
"4100",999,"light layer",0.7
"4101",1000,"dark layer",0.1
"4102",1000,"light layer",1.7
"4103",1001,"dark layer",0.4
"4104",1001,"light layer",0.4
"4105",1002,"dark layer",0.06
"4106",1002,"light layer",1.14
"4107",1003,"dark layer",0.1
"4108",1003,"light layer",0.8
"4109",1004,"dark layer",0.1
"4110",1004,"light layer",1.3
"4111",1005,"dark layer",0.03
"4112",1005,"light layer",1.27
"4113",1006,"dark layer",0.1
"4114",1006,"light layer",1
"4115",1007,"dark layer",0.1
"4116",1007,"light layer",0.9
"4117",1008,"dark layer",0.2
"4118",1008,"light layer",1.2
"4119",1009,"dark layer",0.14
"4120",1009,"light layer",0.66
"4121",1010,"dark layer",0.1
"4122",1010,"light layer",0.5
"4123",1011,"dark layer",0.2
"4124",1011,"light layer",0.6
"4125",1012,"dark layer",0.04
"4126",1012,"light layer",0.56
"4127",1013,"dark layer",0.4
"4128",1013,"light layer",1.4
"4129",1014,"dark layer",0.04
"4130",1014,"light layer",0.96
"4131",1015,"dark layer",0.06
"4132",1015,"light layer",0.84
"4133",1016,"dark layer",0.3
"4134",1016,"light layer",0.3
"4135",1017,"dark layer",0.4
"4136",1017,"light layer",2.4
"4137",1018,"dark layer",0.2
"4138",1018,"light layer",0.4
"4139",1019,"dark layer",0.1
"4140",1019,"light layer",0.9
"4141",1020,"dark layer",0.2
"4142",1020,"light layer",1.2
"4143",1021,"dark layer",0.2
"4144",1021,"light layer",1.2
"4145",1022,"dark layer",0.2
"4146",1022,"light layer",1
"4147",1023,"dark layer",0.02
"4148",1023,"light layer",0.78
"4149",1024,"dark layer",0.1
"4150",1024,"light layer",1.3
"4151",1025,"dark layer",0.2
"4152",1025,"light layer",1
"4153",1026,"dark layer",0.2
"4154",1026,"light layer",0.6
"4155",1027,"dark layer",0.2
"4156",1027,"light layer",0.8
"4157",1028,"dark layer",0.2
"4158",1028,"light layer",0.7
"4159",1029,"dark layer",0.1
"4160",1029,"light layer",0.6
"4161",1030,"dark layer",0.06
"4162",1030,"light layer",1.24
"4163",1031,"dark layer",0.04
"4164",1031,"light layer",0.76
"4165",1032,"dark layer",0.04
"4166",1032,"light layer",1.16
"4167",1033,"dark layer",0.2
"4168",1033,"light layer",1.2
"4169",1034,"dark layer",0.06
"4170",1034,"light layer",1.14
"4171",1035,"dark layer",0.1
"4172",1035,"light layer",0.7
"4173",1036,"dark layer",0.03
"4174",1036,"light layer",0.37
"4175",1037,"dark layer",0.04
"4176",1037,"light layer",0.56
"4177",1038,"dark layer",0.06
"4178",1038,"light layer",0.64
"4179",1039,"dark layer",0.2
"4180",1039,"light layer",0.4
"4181",1040,"dark layer",0.04
"4182",1040,"light layer",0.56
"4183",1041,"dark layer",0.1
"4184",1041,"light layer",0.9
"4185",1042,"dark layer",0.1
"4186",1042,"light layer",0.8
"4187",1043,"dark layer",0.06
"4188",1043,"light layer",0.84
"4189",1044,"dark layer",0.1
"4190",1044,"light layer",1.1
"4191",1045,"dark layer",0.26
"4192",1045,"light layer",1.04
"4193",1046,"dark layer",0.2
"4194",1046,"light layer",1
"4195",1047,"dark layer",0.1
"4196",1047,"light layer",0.5
"4197",1048,"dark layer",0.1
"4198",1048,"light layer",0.9
"4199",1049,"dark layer",0.2
"4200",1049,"light layer",1
"4201",1050,"dark layer",0.1
"4202",1050,"light layer",1.1
"4203",1051,"dark layer",0.1
"4204",1051,"light layer",0.5
"4205",1052,"dark layer",0.2
"4206",1052,"light layer",1.2
"4207",1053,"dark layer",0.1
"4208",1053,"light layer",1.1
"4209",1054,"dark layer",0.06
"4210",1054,"light layer",0.74
"4211",1055,"dark layer",0.06
"4212",1055,"light layer",1.14
"4213",1056,"dark layer",0.1
"4214",1056,"light layer",0.6
"4215",1057,"dark layer",0.06
"4216",1057,"light layer",1.04
"4217",1058,"dark layer",0.2
"4218",1058,"light layer",0.8
"4219",1059,"dark layer",0.2
"4220",1059,"light layer",0.8
"4221",1060,"dark layer",0.2
"4222",1060,"light layer",0.8
"4223",1061,"dark layer",0.2
"4224",1061,"light layer",0.4
"4225",1062,"dark layer",0.2
"4226",1062,"light layer",0.6
"4227",1063,"dark layer",0.1
"4228",1063,"light layer",1.5
"4229",1064,"dark layer",0.2
"4230",1064,"light layer",0.4
"4231",1065,"dark layer",0.1
"4232",1065,"light layer",0.5
"4233",1066,"dark layer",0.06
"4234",1066,"light layer",0.74
"4235",1067,"dark layer",0.06
"4236",1067,"light layer",1.34
"4237",1068,"dark layer",0.04
"4238",1068,"light layer",0.96
"4239",1069,"dark layer",0.2
"4240",1069,"light layer",1
"4241",1070,"dark layer",0.2
"4242",1070,"light layer",1.4
"4243",1071,"dark layer",0.4
"4244",1071,"light layer",0.8
"4245",1072,"dark layer",0.2
"4246",1072,"light layer",0.6
"4247",1073,"dark layer",0.2
"4248",1073,"light layer",1
"4249",1074,"dark layer",0.2
"4250",1074,"light layer",0.9
"4251",1075,"dark layer",0.1
"4252",1075,"light layer",0.9
"4253",1076,"dark layer",0.2
"4254",1076,"light layer",1.3
"4255",1077,"dark layer",0.04
"4256",1077,"light layer",0.86
"4257",1078,"dark layer",0.04
"4258",1078,"light layer",0.76
"4259",1079,"dark layer",0.1
"4260",1079,"light layer",1.5
"4261",1080,"dark layer",0.04
"4262",1080,"light layer",1.06
"4263",1081,"dark layer",0.1
"4264",1081,"light layer",0.9
"4265",1082,"dark layer",0.1
"4266",1082,"light layer",1.3
"4267",1083,"dark layer",0.1
"4268",1083,"light layer",1.1
"4269",1084,"dark layer",0.06
"4270",1084,"light layer",0.74
"4271",1085,"dark layer",0.2
"4272",1085,"light layer",0.5
"4273",1086,"dark layer",0.06
"4274",1086,"light layer",0.94
"4275",1087,"dark layer",0.1
"4276",1087,"light layer",0.8
"4277",1088,"dark layer",0.06
"4278",1088,"light layer",0.74
"4279",1089,"dark layer",0.2
"4280",1089,"light layer",0.9
"4281",1090,"dark layer",0.06
"4282",1090,"light layer",0.94
"4283",1091,"dark layer",0.2
"4284",1091,"light layer",0.6
"4285",1092,"dark layer",0.1
"4286",1092,"light layer",1.5
"4287",1093,"dark layer",0.1
"4288",1093,"light layer",0.9
"4289",1094,"dark layer",0.2
"4290",1094,"light layer",0.7
"4291",1095,"dark layer",0.2
"4292",1095,"light layer",1.2
"4293",1096,"dark layer",0.06
"4294",1096,"light layer",0.94
"4295",1097,"dark layer",0.1
"4296",1097,"light layer",0.7
"4297",1098,"dark layer",0.1
"4298",1098,"light layer",0.3
"4299",1099,"dark layer",0.1
"4300",1099,"light layer",0.3
"4301",1100,"dark layer",0.1
"4302",1100,"light layer",0.1
"4303",1101,"dark layer",0.2
"4304",1101,"light layer",0.8
"4305",1102,"dark layer",0.2
"4306",1102,"light layer",0.2
"4307",1103,"dark layer",0.04
"4308",1103,"light layer",0.76
"4309",1104,"dark layer",0.02
"4310",1104,"light layer",0.28
"4311",1105,"dark layer",0.2
"4312",1105,"light layer",0.9
"4313",1106,"dark layer",0.2
"4314",1106,"light layer",0.8
"4315",1107,"dark layer",0.1
"4316",1107,"light layer",0.9
"4317",1108,"dark layer",0.1
"4318",1108,"light layer",0.7
"4319",1109,"dark layer",0.2
"4320",1109,"light layer",0.4
"4321",1110,"dark layer",0.04
"4322",1110,"light layer",0.96
"4323",1111,"dark layer",0.06
"4324",1111,"light layer",1.14
"4325",1112,"dark layer",0.1
"4326",1112,"light layer",0.3
"4327",1113,"dark layer",0.2
"4328",1113,"light layer",1.1
"4329",1114,"dark layer",0.14
"4330",1114,"light layer",0.56
"4331",1115,"dark layer",0.2
"4332",1115,"light layer",0.4
"4333",1116,"dark layer",0.1
"4334",1116,"light layer",0.7
"4335",1117,"dark layer",0.2
"4336",1117,"light layer",0.8
"4337",1118,"dark layer",0.2
"4338",1118,"light layer",1
"4339",1119,"dark layer",0.4
"4340",1119,"light layer",0.4
"4341",1120,"dark layer",0.1
"4342",1120,"light layer",0.7
"4343",1121,"dark layer",0.06
"4344",1121,"light layer",1.24
"4345",1122,"dark layer",0.4
"4346",1122,"light layer",0.8
"4347",1123,"dark layer",0.2
"4348",1123,"light layer",0.9
"4349",1124,"dark layer",0.1
"4350",1124,"light layer",0.5
"4351",1125,"dark layer",0.2
"4352",1125,"light layer",0.6
"4353",1126,"dark layer",0.2
"4354",1126,"light layer",1
"4355",1127,"dark layer",0.2
"4356",1127,"light layer",0.5
"4357",1128,"dark layer",0.2
"4358",1128,"light layer",1
"4359",1129,"dark layer",0.2
"4360",1129,"light layer",0.8
"4361",1130,"dark layer",0.1
"4362",1130,"light layer",0.7
"4363",1131,"dark layer",0.24
"4364",1131,"light layer",0.96
"4365",1132,"dark layer",0.2
"4366",1132,"light layer",0.2
"4367",1133,"dark layer",0.04
"4368",1133,"light layer",0.56
"4369",1134,"dark layer",0.2
"4370",1134,"light layer",1
"4371",1135,"dark layer",0.2
"4372",1135,"light layer",0.3
"4373",1136,"dark layer",0.2
"4374",1136,"light layer",1.4
"4375",1137,"dark layer",0.2
"4376",1137,"light layer",1.2
"4377",1138,"dark layer",0.1
"4378",1138,"light layer",0.9
"4379",1139,"dark layer",0.1
"4380",1139,"light layer",0.8
"4381",1140,"dark layer",0.2
"4382",1140,"light layer",0.8
"4383",1141,"dark layer",0.2
"4384",1141,"light layer",0.3
"4385",1142,"dark layer",0.06
"4386",1142,"light layer",1.14
"4387",1143,"dark layer",0.6
"4388",1143,"light layer",0.8
"4389",1144,"dark layer",0.4
"4390",1144,"light layer",0.9
"4391",1145,"dark layer",0.4
"4392",1145,"light layer",1
"4393",1146,"dark layer",0.3
"4394",1146,"light layer",0.7
"4395",1147,"dark layer",0.02
"4396",1147,"light layer",1.18
"4397",1148,"dark layer",0.04
"4398",1148,"light layer",0.66
"4399",1149,"dark layer",0.2
"4400",1149,"light layer",1.2
"4401",1150,"dark layer",0.2
"4402",1150,"light layer",1
"4403",1151,"dark layer",0.24
"4404",1151,"light layer",0.56
"4405",1152,"dark layer",0.2
"4406",1152,"light layer",1
"4407",1153,"dark layer",0.2
"4408",1153,"light layer",0.7
"4409",1154,"dark layer",0.06
"4410",1154,"light layer",0.74
"4411",1155,"dark layer",0.06
"4412",1155,"light layer",1.04
"4413",1156,"dark layer",0.1
"4414",1156,"light layer",1.4
"4415",1157,"dark layer",0.2
"4416",1157,"light layer",0.6
"4417",1158,"dark layer",0.1
"4418",1158,"light layer",0.7
"4419",1159,"dark layer",0.2
"4420",1159,"light layer",0.5
"4421",1160,"dark layer",0.06
"4422",1160,"light layer",0.94
"4423",1161,"dark layer",0.04
"4424",1161,"light layer",0.56
"4425",1162,"dark layer",0.04
"4426",1162,"light layer",0.56
"4427",1163,"dark layer",0.04
"4428",1163,"light layer",0.96
"4429",1164,"dark layer",0.1
"4430",1164,"light layer",0.5
"4431",1165,"dark layer",0.2
"4432",1165,"light layer",0.3
"4433",1166,"dark layer",0.2
"4434",1166,"light layer",0.9
"4435",1167,"dark layer",0.4
"4436",1167,"light layer",1.2
"4437",1168,"dark layer",0.2
"4438",1168,"light layer",0.5
"4439",1169,"dark layer",0.1
"4440",1169,"light layer",1.1
"4441",1170,"dark layer",0.03
"4442",1170,"light layer",0.37
"4443",1171,"dark layer",0.1
"4444",1171,"light layer",1
"4445",1172,"dark layer",0.1
"4446",1172,"light layer",1.3
"4447",1173,"dark layer",0.2
"4448",1173,"light layer",0.6
"4449",1174,"dark layer",0.2
"4450",1174,"light layer",0.3
"4451",1175,"dark layer",0.04
"4452",1175,"light layer",0.96
"4453",1176,"dark layer",0.06
"4454",1176,"light layer",0.84
"4455",1177,"dark layer",0.1
"4456",1177,"light layer",1.1
"4457",1178,"dark layer",0.2
"4458",1178,"light layer",0.8
"4459",1179,"dark layer",0.04
"4460",1179,"light layer",0.76
"4461",1180,"dark layer",0.04
"4462",1180,"light layer",0.76
"4463",1181,"dark layer",0.04
"4464",1181,"light layer",1.16
"4465",1182,"dark layer",0.06
"4466",1182,"light layer",1.04
"4467",1183,"dark layer",0.2
"4468",1183,"light layer",1
